dataset,model,accuracy,precision,recall,f1,roc_auc,cv_f1_score,best_params
compas,Random Forest,0.9764434180138568,0.9774667448292687,0.9764434180138568,0.9764094587702122,0.9867805080646677,0.976825235644881,"{'classifier__max_depth': 10, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 200}"
compas,XGBoost,0.9764434180138568,0.9773089624510702,0.9764434180138568,0.9764130773541708,0.9846829424201352,0.9770459605109325,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 5, 'classifier__n_estimators': 200, 'classifier__subsample': 0.9}"
